building_id,damage_numeric,predicted_severity
286009000511,4.0,3.3010835580751596
286009000561,5.0,4.987913556129212
286009000571,5.0,4.987913556129212
286009000611,5.0,3.6207535250195026
286009000621,5.0,4.987913556129212
286009000641,5.0,4.987913556129212
286009000672,4.0,3.4358338993202175
286009000691,4.0,3.4586209874325675
286009000721,4.0,3.4358338993202175
286009000741,5.0,4.987913556129212
286009000751,4.0,3.2729578727811606
286009000941,4.0,3.4586209874325675
286009001091,4.0,3.4586209874325675
286009001101,5.0,4.987913556129212
286101000121,4.0,3.4514775998197367
286101000151,5.0,4.987913556129212
286101000161,5.0,4.987913556129212
286101000231,5.0,4.987913556129212
286101000311,5.0,4.987913556129212
286101000411,5.0,4.987913556129212
286101000431,5.0,4.987913556129212
286101000541,5.0,4.987913556129212
286101000641,5.0,4.987913556129212
286101000721,5.0,4.987913556129212
286101000741,4.0,1.602659249466741
286101000831,5.0,4.987913556129212
286101000851,4.0,3.456339026376669
286101000871,5.0,4.987913556129212
286101000931,5.0,4.987913556129212
286101000951,5.0,4.987913556129212
286101000991,5.0,4.987913556129212
286101001001,5.0,4.987913556129212
286101001041,5.0,3.559033194489958
286101001091,5.0,4.987913556129212
286101001121,5.0,4.987913556129212
286101001181,5.0,4.987913556129212
286101001191,5.0,4.987913556129212
286101001201,5.0,4.987913556129212
286101001221,5.0,4.987913556129212
286101001241,5.0,4.987913556129212
286101001301,5.0,4.987913556129212
286101001321,5.0,4.987913556129212
286101001351,5.0,4.951811320754717
286101001411,4.0,3.468233619265775
286101001431,4.0,3.5494692364913414
286101001441,5.0,4.987913556129212
286101001461,5.0,4.987913556129212
286101001471,4.0,3.2077860571447916
286101001501,5.0,4.987913556129212
286101001511,5.0,4.987913556129212
286101001521,5.0,4.987913556129212
286101001541,5.0,4.987913556129212
286101001571,4.0,2.0490738138526208
286101001591,3.0,1.5896729400828897
286101001611,5.0,4.987913556129212
286101001661,5.0,4.987913556129212
286101001691,5.0,4.987913556129212
286101001701,5.0,4.987913556129212
286101001711,5.0,4.987913556129212
286101001861,5.0,4.987913556129212
286101001881,4.0,3.317348354660972
286101001931,5.0,4.987913556129212
286101001961,5.0,4.987913556129212
286101001981,1.0,1.578989911701069
286101002021,5.0,5.0
286101002061,5.0,5.0
286101002071,5.0,4.987913556129212
286101002101,5.0,4.987913556129212
286101002151,4.0,1.5834819751065996
286101002271,5.0,4.987913556129212
286101002331,5.0,4.987913556129212
286101002351,5.0,4.987913556129212
286101002391,5.0,4.987913556129212
286101002401,5.0,4.987913556129212
286101002461,5.0,4.987913556129212
286102000011,5.0,4.95996818476215
286102000021,4.0,3.468233619265775
286102000023,5.0,4.987913556129212
286102000031,5.0,4.987913556129212
286102000041,5.0,4.987913556129212
286102000042,5.0,4.987913556129212
286102000361,5.0,4.987913556129212
286102000451,5.0,4.987913556129212
286102000481,5.0,4.987913556129212
286102000634,5.0,4.987913556129212
286102000671,5.0,4.987913556129212
286102000781,5.0,4.987913556129212
286102000791,5.0,4.987913556129212
286102000812,5.0,4.987913556129212
286102000841,5.0,4.987913556129212
286102000911,3.0,3.285709970330308
286102000941,5.0,4.987913556129212
286102000961,5.0,4.987913556129212
286102000971,5.0,4.987913556129212
286102001011,5.0,4.987913556129212
286102001021,5.0,4.987913556129212
286102001061,5.0,4.987913556129212
286102001071,5.0,4.987913556129212
286102001073,5.0,4.987913556129212
286102001082,5.0,5.0
286102001091,5.0,4.987913556129212
286102001281,5.0,4.987913556129212
286102001321,5.0,4.987913556129212
